date,year,discussion_type,title
2023-01-02 00:11:47+00:00,2023,stackoverflow,Waiting for service /gazebo/spawn_urdf_model
2023-01-03 00:47:13+00:00,2023,stackoverflow,How to know actual result of `proc_output.waitFor` if `expected_output` is wrong?
2023-01-03 05:18:16+00:00,2023,stackoverflow,Is py_trees library of python which is used for creating behavior trees only used in ROS or can it be run on some other platform as well?
2023-01-03 20:15:47+00:00,2023,stackoverflow,How do I run an integrated ros service using ONLY a launch file?
2023-01-04 08:55:31+00:00,2023,stackoverflow,how to fix: Cannot infer topic type for topic turtle1/teleport_absolute as it is not yet advertised ROS
2023-01-04 13:34:06+00:00,2023,stackoverflow,"ROS2 on multiple machines: ros2 multicast working, talker/listener not working"
2023-01-04 13:57:37+00:00,2023,stackoverflow,How to calculate the angle between Quaternions
2023-01-05 07:55:50+00:00,2023,stackoverflow,"Python class has not attribute ""x"", using odometry data in a action server"
2023-01-06 07:02:54+00:00,2023,stackoverflow,How to allows /tmp file access when running robot_upstart
2023-01-06 11:07:09+00:00,2023,stackoverflow,undefined reference to `pcl::PCLBase<pcl::PCLPointCloud2>::setInputCloud(std::shared_ptr<pcl::PCLPointCloud2 const> const&)
2023-01-06 16:50:25+00:00,2023,stackoverflow,Failing to Install ROS apt packages on clean Ubuntu
2023-01-07 05:17:14+00:00,2023,stackoverflow,cmake error while catkin_make in catkin_ws?
2023-01-07 17:22:36+00:00,2023,stackoverflow,Why would the .text section of my object file be empty?
2023-01-09 03:24:16+00:00,2023,stackoverflow,MoveIt: How to initialize collision_detection::CollisionEnvFCL with the currently active environment so I can use CollisionEnvFCL::distanceRobot()?
2023-01-09 05:45:11+00:00,2023,stackoverflow,"Ros2 foxy, No module named 'pkg_resources' during colcon build command"
2023-01-09 06:25:52+00:00,2023,stackoverflow,"Ros and another process running on same machine,how can they communicate with each other using zeromq"
2023-01-09 07:18:02+00:00,2023,stackoverflow,Is there an inverse to the rs-convert function that can convert from ply to bag?
2023-01-09 18:20:17+00:00,2023,stackoverflow,ros tuetlebot3 launh file
2023-01-09 18:50:45+00:00,2023,stackoverflow,issue with laser reading in robot turn 90 degree right using ROS
2023-01-11 19:14:34+00:00,2023,stackoverflow,ROS melodic with python3 got openCV error
2023-01-11 20:16:56+00:00,2023,stackoverflow,Robotic arm fall to ground in gazebo
2023-01-13 12:44:17+00:00,2023,stackoverflow,"How to convert (ROS) ""geometry_msgs/Point"" to sensor_msgs/PointCloud2?"
2023-01-13 17:03:12+00:00,2023,stackoverflow,"""catkin build"" not working in ros noetic via docker"
2023-01-15 03:08:51+00:00,2023,stackoverflow,Unsure why yolo_v3.launch file in darknet_ros package gives me error
2023-01-16 19:03:24+00:00,2023,stackoverflow,gazebo9 no longer opens up
2023-01-17 19:09:39+00:00,2023,stackoverflow,Unable to use underlay ros2 installation with drake-ros as an external in a Bazel Workspace
2023-01-21 09:32:59+00:00,2023,stackoverflow,unable to get the messages from the mqtt topic to ros topic. ||Mqtt to Ros bridge
2023-01-22 20:55:48+00:00,2023,stackoverflow,ROS doesn't see numpy
2023-01-23 03:17:44+00:00,2023,stackoverflow,CMake refuses to link shared library
2023-01-25 18:42:11+00:00,2023,stackoverflow,How would I modify this URDF to make include the gripper arm?
2023-01-26 06:34:34+00:00,2023,stackoverflow,"When I run the roslaunch command, an RLException error occurs"
2023-01-27 14:30:58+00:00,2023,stackoverflow,I can't install ar_track_alvar on ROS Noetic
2023-01-27 16:00:46+00:00,2023,stackoverflow,How to use a single Boost::asio::io_context for multiple sockets and serial ports
2023-01-27 16:25:13+00:00,2023,stackoverflow,How can the depth_image_proc ROS nodelet be used with an Intel RealSense 435 .bag file?
2023-01-29 14:30:55+00:00,2023,stackoverflow,Importing python files/functions from the same directory in ROS (as simple as it sounds!)
2023-01-29 23:05:30+00:00,2023,stackoverflow,Issue with ros NodeHandle.subscribe with a class method
2023-01-30 05:48:52+00:00,2023,stackoverflow,What should go in world.launch file?
2023-01-30 11:15:59+00:00,2023,stackoverflow,Storing subscribed topic data in roslibpy to variable
2023-01-30 13:08:15+00:00,2023,stackoverflow,ROS2 colcon build failure
2023-01-31 05:32:05+00:00,2023,stackoverflow,ROS1 Callback Threads Behavior: Two Callback Accessing Shared Data
2023-01-31 08:08:47+00:00,2023,stackoverflow,problems loading 2 custom controllers in gazebo
2023-01-31 09:38:23+00:00,2023,stackoverflow,"I'm using ROS noetic over wsl in Windows 11, but rospy library is not loaded in VS code"
2023-01-31 10:48:30+00:00,2023,stackoverflow,Gazebo controller spawner connection error
2023-02-01 14:30:34+00:00,2023,stackoverflow,Is there a way to use CV-Bridge within conda virtual environment with ROS-Noetic?
2023-02-02 08:51:57+00:00,2023,stackoverflow,Can Real Sense post processing be enabled through ROS?
2023-02-02 12:23:27+00:00,2023,stackoverflow,Can't import rospy in Debian 11 bullseye. Although pakage is installed it shows no module named rospy
2023-02-02 15:38:40+00:00,2023,stackoverflow,How can I segment a point cloud using normals?
2023-02-04 07:39:24+00:00,2023,stackoverflow,Failed to process package 'rosconsole':
2023-02-04 14:29:08+00:00,2023,stackoverflow,How can i fix error 121 remote i/o error with mpu6050 on raspberry pi model 3 b ROS
2023-02-04 17:24:26+00:00,2023,stackoverflow,How to publish a ROS topic with a delay?
2023-02-04 22:09:16+00:00,2023,stackoverflow,ROS - ImportError: No module named yaml
2023-02-05 03:39:34+00:00,2023,stackoverflow,Running ros joint state publisher ends up with no executable found
2023-02-05 10:24:24+00:00,2023,stackoverflow,How do we fix our flickering depth image when using an Orbecc Astra Camera and Rviz?
2023-02-06 17:26:47+00:00,2023,stackoverflow,Is it possible that /set_camera_info service not listed in rosservice list?
2023-02-07 13:44:48+00:00,2023,stackoverflow,Boost in catkin dependency after installing from source
2023-02-07 15:18:36+00:00,2023,stackoverflow,Using std::vector from an object referenced by shared_ptr after shared_ptr's destruction
2023-02-07 18:32:32+00:00,2023,stackoverflow,How do you change the default topic subscription options while using Rosbridge for Foxglove?
2023-02-08 16:54:25+00:00,2023,stackoverflow,Unable to include a header-only library in ROS
2023-02-08 19:15:13+00:00,2023,stackoverflow,ROS2 C++ Message Builder Pattern: error use of auto before deduction of auto
2023-02-08 19:56:19+00:00,2023,stackoverflow,ROS Publisher is not publishing continuously
2023-02-09 09:29:16+00:00,2023,stackoverflow,gtsam is not able to find Eigen
2023-02-09 10:19:18+00:00,2023,stackoverflow,How could I send a String to arduino uno from jetson nano through rosserial?
2023-02-09 10:19:21+00:00,2023,stackoverflow,ROS setBool service always False
2023-02-09 16:05:44+00:00,2023,stackoverflow,Issue while installing naoqi with ROS
2023-02-09 16:20:13+00:00,2023,stackoverflow,"No module named rospy, how do i fix this?"
2023-02-10 03:18:24+00:00,2023,stackoverflow,plc_modbus read and write taking too much time
2023-02-11 03:34:25+00:00,2023,stackoverflow,How can I use node API like spawn to run rosbag?
2023-02-14 16:54:13+00:00,2023,stackoverflow,boost::detail::sp_member_access<T>::type = const std_msgs::String_<std::allocator<void> >*]: Assertion `px != 0' failed. Aborted (core dumped)
2023-02-14 19:48:59+00:00,2023,stackoverflow,Error in Cmake list while making custom messages?
2023-02-15 05:51:29+00:00,2023,stackoverflow,failed to open image in ROS Kinetic
2023-02-15 16:27:42+00:00,2023,stackoverflow,Object of type ndarray is not JSON serializable
2023-02-16 14:34:59+00:00,2023,stackoverflow,Micro-Ros for Arduino-rpi pico multiple publishers issue
2023-02-17 01:01:39+00:00,2023,stackoverflow,How to run ROS2 without gui from Gazebo?
2023-02-17 18:46:40+00:00,2023,stackoverflow,ROSBridge connection with Android
2023-02-18 18:43:06+00:00,2023,stackoverflow,Migrating C++ code from ROS1 to ROS2 - How to use C++ serial library in ROS2?
2023-02-19 20:29:11+00:00,2023,stackoverflow,How to fix Ros2 foxy install error on ubuntu mate?
2023-02-22 11:42:52+00:00,2023,stackoverflow,How can i send my PointCloud sensor data topic to costmap2d node?
2023-02-22 12:37:12+00:00,2023,stackoverflow,Controller manager not available in ROS2
2023-02-23 02:03:18+00:00,2023,stackoverflow,Police car or ambulance options in CARLA simulator
2023-02-23 05:22:02+00:00,2023,stackoverflow,ros2 command not found. any fixes?
2023-02-27 08:22:25+00:00,2023,stackoverflow,cannot use ydlidar on ros2 rolling
2023-03-01 08:43:18+00:00,2023,stackoverflow,"""xacro: in-order processing became default in ROS Melodic. You can drop the option"" error"
2023-03-02 13:02:21+00:00,2023,stackoverflow,turtlebot3_teleop_keyboard-1 process has died
2023-03-02 14:14:38+00:00,2023,stackoverflow,display lidar data from gazebo simulation
2023-03-02 17:41:02+00:00,2023,stackoverflow,OpenCV libraries conflicting?
2023-03-02 19:54:47+00:00,2023,stackoverflow,Ways of tracking hot path in C++ program (Ubuntu)
2023-03-04 11:49:13+00:00,2023,stackoverflow,Getting Error while trying to install gazebo9 after installing ROS noetic in ubuntu 20.04 LTS
2023-03-04 21:40:06+00:00,2023,stackoverflow,How can I add a detected object in cost map that generated from move_base package
2023-03-05 18:52:21+00:00,2023,stackoverflow,XML parsing error mismatched tag Invalid <param> tag: Cannot load command parameter [robot_description]: command
2023-03-07 19:13:53+00:00,2023,stackoverflow,Docker error: QStandardPaths: qt.qpa.screen: QXcbConnection: Could not connect to display :1 Could not connect to any X display
2023-03-09 16:21:34+00:00,2023,stackoverflow,ROS RVIZ: How to visualize PCL Model with correct orientation?
2023-03-10 00:07:29+00:00,2023,stackoverflow,How to implement a OpenCV code on ROS Melodic
2023-03-10 06:31:32+00:00,2023,stackoverflow,ROS call-back function doesn't functionate
2023-03-10 08:46:40+00:00,2023,stackoverflow,How to set a specific version of exec_depend in ROS package.xml
2023-03-11 08:50:57+00:00,2023,stackoverflow,ROS Service to Show Image
2023-03-11 18:17:42+00:00,2023,stackoverflow,ROS Service server/client (.text.startup+0x0): multiple definition of `main'
2023-03-12 08:12:22+00:00,2023,stackoverflow,Segmentation Fault in some OpenCV Functions
2023-03-13 14:42:25+00:00,2023,stackoverflow,Warning message in Ros navigation stack
2023-03-14 10:23:32+00:00,2023,stackoverflow,"i cant open this ""rosbag play airground_rig_s3_2013-03-18_21-38-48.bag"" , i already download that file before run thats command"
2023-03-14 13:29:40+00:00,2023,stackoverflow,ROS use two same controllers(drivers) for seperate motors
2023-03-15 09:15:42+00:00,2023,stackoverflow,How to fuse Visual SLAM (ORB_SLAM2) with detected obstacle using 2D Lidar and IMU to obtain robot localization?
2023-03-15 20:49:48+00:00,2023,stackoverflow,error is boost shared_ptr and class inheritance
2023-03-16 07:07:35+00:00,2023,stackoverflow,Odom not published when using image_transport_plugins
2023-03-17 06:19:38+00:00,2023,stackoverflow,Can ı restart regular ros2 node?
2023-03-17 09:24:54+00:00,2023,stackoverflow,how to save turtlebot3 world and use nav2
2023-03-17 09:28:54+00:00,2023,stackoverflow,rqt_action: command not found
2023-03-17 17:41:55+00:00,2023,stackoverflow,Outdoor 3D reconstruction using Intel realsense D435 camera
2023-03-19 22:50:39+00:00,2023,stackoverflow,Drawing ROS markerArrays using OpenCV?
2023-03-20 05:45:47+00:00,2023,stackoverflow,Interpretation of IMU-Data for position tracking
2023-03-20 18:17:02+00:00,2023,stackoverflow,I am searching a roadmap to operate a robotic arm simulation
2023-03-23 10:59:54+00:00,2023,stackoverflow,Is a script inside a node executed indefinitely? (ROS Question)
2023-03-23 11:28:26+00:00,2023,stackoverflow,ROS2 (Python) Timer callback only calling once when I call spin_once( ) within it
2023-03-23 16:31:43+00:00,2023,stackoverflow,Colcon: How to change the Cmake path
2023-03-24 08:00:07+00:00,2023,stackoverflow,ROS2 Topic on WSL Can not Find All Available Topics
2023-03-24 23:28:53+00:00,2023,stackoverflow,How to subscribe laserscan topic using ros service?
2023-03-28 17:28:48+00:00,2023,stackoverflow,How to get world position of detected Aruco markers with openCv?
2023-03-28 21:40:34+00:00,2023,stackoverflow,ros remap what is the difference between ~ and /?
2023-03-29 07:33:29+00:00,2023,stackoverflow,MATLAB PID loop implementation for drone target tracking
2023-03-29 16:57:24+00:00,2023,stackoverflow,message_filter.ApproximateTimeSynchronizer method is not able to invoke the callback function
2023-03-30 13:39:52+00:00,2023,stackoverflow,Visualize points in Rviz2
2023-03-30 15:09:30+00:00,2023,stackoverflow,Unable to sync with device; possible link problem or link software version mismatch such as hydro rosserial_python with groovy Arduino'
2023-04-04 11:59:09+00:00,2023,stackoverflow,Can't import rospy because of ModuleNotFoundError: No module named 'rospkg'
2023-04-04 12:48:07+00:00,2023,stackoverflow,"Publisher Message Type Problem in ROS, publishing point cloud array"
2023-04-09 21:22:38+00:00,2023,stackoverflow,ROS /clock not being published
2023-04-10 14:41:45+00:00,2023,stackoverflow,Cannot locate node of type [septentrio_gnss_driver_node]
2023-04-10 17:39:45+00:00,2023,stackoverflow,UR3_Sim RVIZ Simulation sometimes moves by itself
2023-04-11 12:24:03+00:00,2023,stackoverflow,automated testing ros2 on multiple simulation worlds / multiple sceanrios
2023-04-11 15:22:01+00:00,2023,stackoverflow,Gazebo (ROS2) need to prevent tiling of textures
2023-04-11 20:04:25+00:00,2023,stackoverflow,How to add an mp4 file to an existing rosbag?
2023-04-12 10:06:53+00:00,2023,stackoverflow,cv2 destroyWindow() does not work in ros callback function
2023-04-12 11:50:08+00:00,2023,stackoverflow,Increase Frequency of IMU Sensor
2023-04-13 19:15:02+00:00,2023,stackoverflow,How to run launch file in ROS from C++ .cpp file
2023-04-13 23:36:40+00:00,2023,stackoverflow,How to convert Python script to ROS script? (Measuring distance between two points using RealSense depth camera)
2023-04-14 06:06:25+00:00,2023,stackoverflow,File 'Makefile' has modification time 86 s in the future
2023-04-14 21:36:07+00:00,2023,stackoverflow,ROS Foxy on Ubuntu 20.04 : source command keeps failing fails
2023-04-15 16:47:03+00:00,2023,stackoverflow,All other transforms disappear after broadcasting my custom odom to base_link transform (ROS2 Foxy)
2023-04-16 14:32:27+00:00,2023,stackoverflow,Rviz is not updating /joint_states
2023-04-17 09:39:14+00:00,2023,stackoverflow,PCA line keeping with laser scan data?
2023-04-17 16:02:15+00:00,2023,stackoverflow,Launch ROS2 Nodes depending on output of earlier started Node in Python launch file
2023-04-18 16:14:32+00:00,2023,stackoverflow,Error RVIZ extrapolation into the future on the same machine
2023-04-19 20:20:46+00:00,2023,stackoverflow,ROS - LaserScan moves instead of robot
2023-04-20 06:29:59+00:00,2023,stackoverflow,Error when using Principle Component Analysis with Point Clouds in ROS?
2023-04-20 15:43:35+00:00,2023,stackoverflow,"How to access a button press from the /joy node, while outside the callback function in ROS python"
2023-04-20 22:35:39+00:00,2023,stackoverflow,ROS2: GPU LIDAR Selectively Interact with Objects in Gazebo
2023-04-21 00:09:47+00:00,2023,stackoverflow,How to launch several ROS Docker terminals connected to the same container with all ROS commands working?
2023-04-21 14:30:06+00:00,2023,stackoverflow,Point Cloud Library (PCL) filtering timeout
2023-04-21 14:38:05+00:00,2023,stackoverflow,Gazebo doesn't open GUI on Ubuntu 20.04
2023-04-21 18:47:06+00:00,2023,stackoverflow,Ignore a quotation when calling terminal command using Python
2023-04-21 21:09:57+00:00,2023,stackoverflow,Rosrun did not work with hello world program in C++
2023-04-23 19:55:57+00:00,2023,stackoverflow,Unable to launch online_sync_launch.py from launch file
2023-04-23 20:12:53+00:00,2023,stackoverflow,Segmentation fault (core dumped) error when running Python script with pykinect_azure and MoveIt
2023-04-24 02:58:23+00:00,2023,stackoverflow,Error Call to publish() on an invalid Publisher?
2023-04-25 14:58:37+00:00,2023,stackoverflow,ERROR: service [/gazebo/spawn_urdf_model] responded with an error: b''
2023-04-26 08:10:11+00:00,2023,stackoverflow,Visualize Sensor_msgs/PointCloud2
2023-04-26 17:18:49+00:00,2023,stackoverflow,How to list nodes in ROS with `rclpy`?
2023-04-27 00:05:15+00:00,2023,stackoverflow,Ros1: Callback function of subscriber only works after publishing 3-4 times
2023-04-27 19:44:25+00:00,2023,stackoverflow,Can I get location of Aruco markers on Rviz using aruco_ros?
2023-04-30 23:38:07+00:00,2023,stackoverflow,ROS2 Float32MultiArray error converting from python to c
2023-05-01 15:40:09+00:00,2023,stackoverflow,"When trying to set up the simulation on Docker, it gives an error: ""xhost: command not found"""
2023-05-03 13:03:46+00:00,2023,stackoverflow,Raspberry Pi3 Lidar mapping hector mapping error
2023-05-04 09:45:32+00:00,2023,stackoverflow,Accessing the Callback function in ROS while inside a while loop?
2023-05-04 11:03:58+00:00,2023,stackoverflow,How can I visualize the waveform in react from the audio generated in ros?
2023-05-07 07:32:47+00:00,2023,stackoverflow,launch xxx.launch in catkin_ws
2023-05-07 10:00:40+00:00,2023,stackoverflow,How to get consecutive images with a delay between using rospy.Subscriber
2023-05-10 06:36:51+00:00,2023,stackoverflow,No module named 'roslib' when convert .bag to .mp4
2023-05-11 15:06:19+00:00,2023,stackoverflow,"OpenCV getting error ""Cant parse contours. Input argument doesnt provide sequence protocol"" in Python ROS"
2023-05-11 15:30:37+00:00,2023,stackoverflow,Transformation between two coordinate frames (tf)
2023-05-15 11:41:43+00:00,2023,stackoverflow,Problem displaying multiple robots in Gazebo and RViz
2023-05-18 03:27:33+00:00,2023,stackoverflow,Receiving ImportError attempting to import custom service file to service server node
2023-05-18 04:37:05+00:00,2023,stackoverflow,have little problem with webcam publish in ROS2
2023-05-18 23:15:44+00:00,2023,stackoverflow,Is there a way to have a callback triggered when any new topic is created in ROS1?
2023-05-19 19:46:39+00:00,2023,stackoverflow,Unable to create workspace on ROS foxy
2023-05-23 12:30:54+00:00,2023,stackoverflow,Making an updating plot of a ROS input
2023-05-23 16:49:26+00:00,2023,stackoverflow,Issue with Publishing Velocity Control from MATLAB to Turtlebot3 in ROS
2023-05-24 19:37:36+00:00,2023,stackoverflow,Invalid size when Initializing Eigen::Vector4f
2023-05-26 05:32:25+00:00,2023,stackoverflow,How to turn Turtlebot3 90 degrees using IMU feedback in Python?
2023-05-28 07:13:53+00:00,2023,stackoverflow,How can I make a turtlebot in ROS circle around another turtlebot that I am controlling?
2023-05-28 11:34:35+00:00,2023,stackoverflow,Trying to make a turtlebot circle another moving turtlebot in ROS
2023-05-29 06:51:22+00:00,2023,stackoverflow,What is the correct way to suppress deprecation warnings when building with `catkin build` in ROS?
2023-05-29 10:58:52+00:00,2023,stackoverflow,note: format string is defined here (ROS2 C++)
2023-05-30 15:31:04+00:00,2023,stackoverflow,Why do ROS enviroment break after conda?
2023-05-31 10:02:47+00:00,2023,stackoverflow,Keep Intesity when converting pcl PointCloud<PointXYZI> to ros PointCloud2
2023-06-01 08:32:57+00:00,2023,stackoverflow,How can I fix the cudnn_cmake_module error when building Autoware with colcon?
2023-06-08 14:20:39+00:00,2023,stackoverflow,"Could not find a package configuration file for ""qpOASES"""
2023-06-15 13:58:04+00:00,2023,stackoverflow,How to solve the error occurred when I try to use function in tf_conversions in ROS1-melodic in a python3 environment
2023-06-17 04:18:18+00:00,2023,stackoverflow,Need to know how to Integrate Gazebo with Python code
2023-06-19 11:38:11+00:00,2023,stackoverflow,error while launching ekf_template.launch in ros noetic
2023-06-19 18:29:05+00:00,2023,stackoverflow,conda ROS gazebo ardupilot gazebo
2023-06-20 17:04:31+00:00,2023,stackoverflow,"""sudo apt update"" gives GPG error, and ""sudo apt-key adv"" (even though successful) didn't resolve the issue"
2023-06-23 05:52:39+00:00,2023,stackoverflow,How to export image and video data from a bag file in ros2
2023-06-23 07:47:05+00:00,2023,stackoverflow,What is going on behind the publisher node and subscriber node?
2023-06-23 12:12:02+00:00,2023,stackoverflow,CMakeLists.txt cannot find OpenCV and cv_bridge in ROS2
2023-06-26 04:54:22+00:00,2023,stackoverflow,"I have make installed pcl-1.13.0, however python can't import it"
2023-06-26 13:05:42+00:00,2023,stackoverflow,How to launch a ros launch file using a button in react app?
2023-06-27 20:35:36+00:00,2023,stackoverflow,ROS2 synchronizer register callback inside a class problem
